customer_id,customer_name,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment_Label
435,Aldridge Tesh,140,1,212,3,1,1,Potential Loyalists
436,Meredith Canniffe,224,1,1080,1,1,1,Hibernating
439,Daren Airs,125,4,3916,3,3,3,Loyal Customers
441,Artemas Vasilischev,209,2,2893,2,1,2,Hibernating
442,Hobie Anfusso,241,1,690,1,1,1,Hibernating
443,Melodee Spencley,40,2,2604,4,1,2,Potential Loyalists
445,Margret Yeabsley,127,2,3155,3,1,2,Potential Loyalists
446,Benny Songist,224,2,1620,1,1,1,Hibernating
447,Shena Solomonides,39,1,408,4,1,1,Potential Loyalists
448,Ashely Inmett,2,1,831,4,1,1,Potential Loyalists
450,Devonne Martinetto,118,1,480,3,1,1,Potential Loyalists
452,Toddie Snow,9,1,1450,4,1,1,Potential Loyalists
453,Guthry Ure,151,1,1733,2,1,1,Hibernating
454,Abey Bampforth,38,2,2395,4,1,2,Potential Loyalists
455,Wash Kyneton,187,1,400,2,1,1,Hibernating
456,Joelynn Remington,60,2,1316,4,1,1,Potential Loyalists
457,North Diamond,182,2,2866,2,1,2,Hibernating
458,Romy Cuberley,252,1,691,1,1,1,Hibernating
460,Frederich Duigenan,193,1,797,2,1,1,Hibernating
461,Alina Strotton,240,3,3619,1,2,2,Hibernating
462,Francklyn Willeman,124,1,951,3,1,1,Potential Loyalists
463,Iago Jedrzaszkiewicz,14,2,1736,4,1,1,Potential Loyalists
465,Mallory Castellani,64,4,4807,4,3,3,Loyal Customers
466,Vinnie Feaver,225,2,2066,1,1,2,Hibernating
467,Cacilie Forrestill,253,2,3564,1,1,2,Hibernating
468,Maegan Ashton,32,1,1365,4,1,1,Potential Loyalists
469,Faber Purcell,46,4,2785,4,3,2,Loyal Customers
470,Trudey Betteridge,128,2,1548,3,1,1,Potential Loyalists
471,Hayyim Trewhella,234,1,1867,1,1,1,Hibernating
472,Hal Saker,175,2,2863,2,1,2,Hibernating
473,Lori Briars,82,2,2175,3,1,2,Potential Loyalists
474,Clem Margetts,67,1,1529,4,1,1,Potential Loyalists
476,Orton Heigl,172,1,1119,2,1,1,Hibernating
478,Krystle Boyce,175,1,1834,2,1,1,Hibernating
479,Dunc Swynley,94,2,1610,3,1,1,Potential Loyalists
482,Stanley Kolakowski,244,1,1164,1,1,1,Hibernating
485,Gayleen Brookes,24,3,3864,4,2,2,Potential Loyalists
486,Alexis Cheake,167,1,724,2,1,1,Hibernating
489,Isahella Enrique,113,1,1970,3,1,1,Potential Loyalists
490,Bank Sargeaunt,65,3,2420,4,2,2,Potential Loyalists
492,Jolee Stailey,96,2,1626,3,1,1,Potential Loyalists
493,Andrew Renn,18,3,3015,4,2,2,Potential Loyalists
496,John Panchen,262,1,1203,1,1,1,Hibernating
497,Claudio Archibould,54,2,768,4,1,1,Potential Loyalists
499,Henrietta Briatt,57,1,921,4,1,1,Potential Loyalists
500,Carlen Kelway,235,1,1039,1,1,1,Hibernating
501,Archibaldo Taffurelli,19,2,1084,4,1,1,Potential Loyalists
502,Neilla Halladey,85,2,1693,3,1,1,Potential Loyalists
504,Marilyn Rontree,155,2,2130,2,1,2,Hibernating
506,Eddie Elcott,156,1,885,2,1,1,Hibernating
507,Brooks Sayers,134,1,1393,3,1,1,Potential Loyalists
508,Jan Isenor,48,1,1714,4,1,1,Potential Loyalists
510,Kinny Roget,182,2,1372,2,1,1,Hibernating
513,Corri Womack,55,1,1244,4,1,1,Potential Loyalists
515,Joannes Pandie,24,4,3326,4,3,2,Loyal Customers
516,Malcolm Paal,182,1,1625,2,1,1,Hibernating
518,Margalo Cousen,212,1,1032,2,1,1,Hibernating
522,Ailina Kynan,100,2,1263,3,1,1,Potential Loyalists
523,Grissel Harteley,46,1,641,4,1,1,Potential Loyalists
524,Beverlie Bansal,49,1,726,4,1,1,Potential Loyalists
526,Ellyn Collacombe,56,3,2358,4,2,2,Potential Loyalists
528,Cad Dominichetti,59,2,1378,4,1,1,Potential Loyalists
530,Leroi Weal,11,3,1423,4,2,1,Potential Loyalists
534,Fanchette Polak,46,1,1680,4,1,1,Potential Loyalists
535,Kerry Luto,16,2,2586,4,1,2,Potential Loyalists
537,Beverly Burbridge,121,3,2146,3,2,2,Potential Loyalists
539,Sonny Tremollet,48,3,3775,4,2,2,Potential Loyalists
545,Jakob Munks,178,1,500,2,1,1,Hibernating
548,Nicky Giuron,21,1,1605,4,1,1,Potential Loyalists
549,Barclay Beswick,55,4,3624,4,3,2,Loyal Customers
550,Marna Lammerts,30,1,390,4,1,1,Potential Loyalists
551,Theodor Skipton,225,2,1754,1,1,1,Hibernating
553,Niels Loadsman,15,2,2167,4,1,2,Potential Loyalists
554,Lisetta Griffin,201,1,708,2,1,1,Hibernating
555,Kalil Thal,14,1,978,4,1,1,Potential Loyalists
556,Nessy Kildea,52,2,2048,4,1,2,Potential Loyalists
557,Kyle Lowbridge,213,1,1807,2,1,1,Hibernating
558,Lizette Lindro,25,3,2712,4,2,2,Potential Loyalists
562,Joy Mirrlees,112,2,1430,3,1,1,Potential Loyalists
564,Shoshana Redsell,109,1,1786,3,1,1,Potential Loyalists
565,Hoebart Edger,219,2,3264,2,1,2,Hibernating
566,Melissa Partkya,5,5,5435,4,4,3,Champions
567,Andi Kettleson,97,1,1370,3,1,1,Potential Loyalists
568,Gallard Mangan,24,2,2084,4,1,2,Potential Loyalists
570,Henryetta Sheffield,103,2,1370,3,1,1,Potential Loyalists
571,Kristofor Roos,66,6,6640,4,4,4,Champions
572,Raquela Swinnard,175,1,1612,2,1,1,Hibernating
573,Atlante Dissman,139,3,2631,3,2,2,Potential Loyalists
574,Ranna Paolillo,28,3,3318,4,2,2,Potential Loyalists
577,Hillier Seward,53,3,1936,4,2,1,Potential Loyalists
578,Riordan Goreway,270,1,1101,1,1,1,Hibernating
581,Fabian Gostage,155,3,4216,2,2,3,Hibernating
583,Prissie Dumelow,62,1,645,4,1,1,Potential Loyalists
585,Alicea Momford,137,2,2411,3,1,2,Potential Loyalists
586,Wenona Stuck,99,2,815,3,1,1,Potential Loyalists
587,Carmita Grundey,161,2,2003,2,1,2,Hibernating
588,Nicole Cheel,115,2,1691,3,1,1,Potential Loyalists
589,Calhoun Raphael,7,2,3352,4,1,2,Potential Loyalists
592,Salomo Shuttell,85,1,295,3,1,1,Potential Loyalists
595,Thomasine Baudet,120,3,2548,3,2,2,Potential Loyalists
597,Hi Simenel,204,1,427,2,1,1,Hibernating
601,Sol Adhams,254,2,1585,1,1,1,Hibernating
602,Kip Cantwell,259,1,2267,1,1,2,Hibernating
605,Stanleigh Hazelton,28,2,2296,4,1,2,Potential Loyalists
606,Averyl Atthow,104,2,1799,3,1,1,Potential Loyalists
607,Angie O Mullen,52,1,818,4,1,1,Potential Loyalists
609,Vin Rubenovic,294,1,1318,1,1,1,Hibernating
610,Sadye Pes,225,1,836,1,1,1,Hibernating
611,Conny Chowne,112,2,2812,3,1,2,Potential Loyalists
612,Leann Kittow,151,1,820,2,1,1,Hibernating
614,Sherwynd Batsford,92,3,2522,3,2,2,Potential Loyalists
615,Jacquelin Santostefano.,152,1,943,2,1,1,Hibernating
620,Phillipe Gatecliffe,91,4,3884,3,3,3,Loyal Customers
623,Hort Ridding,25,3,4214,4,2,3,Potential Loyalists
625,Zorina Rabl,204,1,950,2,1,1,Hibernating
626,Tann Scothron,202,1,523,2,1,1,Hibernating
627,Codie Everly,48,2,837,4,1,1,Potential Loyalists
628,Frayda Simonini,109,2,1696,3,1,1,Potential Loyalists
629,Sigismundo Basek,34,3,3553,4,2,2,Potential Loyalists
630,Nicholle Coom,2,2,2109,4,1,2,Potential Loyalists
631,Wanids Cudby,71,1,2077,4,1,2,Potential Loyalists
632,Darby Jeffries,35,2,1664,4,1,1,Potential Loyalists
634,Channa Powley,190,1,1755,2,1,1,Hibernating
636,Nara Legerwood,133,2,1997,3,1,2,Potential Loyalists
637,Morie Woodfield,52,1,1169,4,1,1,Potential Loyalists
638,Olympia Stobbs,23,2,1101,4,1,1,Potential Loyalists
639,Tobin Jeffryes,155,3,3766,2,2,2,Hibernating
640,Uriel Cottingham,54,1,693,4,1,1,Potential Loyalists
641,Zebulon Rousel,127,2,2146,3,1,2,Potential Loyalists
643,Pietro Duling,180,3,4122,2,2,3,Hibernating
644,Ashlie Godwyn,29,2,2036,4,1,2,Potential Loyalists
647,Malory Emmison,84,2,1856,3,1,1,Potential Loyalists
648,Jaquelyn Dow,5,3,3485,4,2,2,Potential Loyalists
649,Willey Tolley,125,1,2264,3,1,2,Potential Loyalists
651,Beckie Nasey,227,1,937,1,1,1,Hibernating
652,Roley Cassedy,160,1,563,2,1,1,Hibernating
653,Pieter Bruton,27,1,1485,4,1,1,Potential Loyalists
654,Gareth Bindon,145,1,1211,3,1,1,Potential Loyalists
655,Jillene Goodbanne,277,1,574,1,1,1,Hibernating
657,Orran Skip,215,2,3103,2,1,2,Hibernating
659,Ira Dafforne,9,3,3314,4,2,2,Potential Loyalists
660,Slade Villaret,282,1,719,1,1,1,Hibernating
661,Engracia Abilowitz,161,1,742,2,1,1,Hibernating
662,Nerita Peotz,24,1,621,4,1,1,Potential Loyalists
664,Dannie Fidler,20,5,6341,4,4,4,Champions
665,Jedidiah Sydall,164,1,2082,2,1,2,Hibernating
667,Annice Kelcey,292,1,505,1,1,1,Hibernating
669,Bobbi Pickerill,270,1,857,1,1,1,Hibernating
673,Carlynn McCabe,37,1,632,4,1,1,Potential Loyalists
674,Marthena Matterson,7,2,1508,4,1,1,Potential Loyalists
676,Haslett Edwins,295,1,1289,1,1,1,Hibernating
677,Nady Buston,104,2,2669,3,1,2,Potential Loyalists
678,Dare Andrich,40,1,1437,4,1,1,Potential Loyalists
679,Osgood Percifer,13,2,2788,4,1,2,Potential Loyalists
680,Camellia Heatherington,75,3,3349,3,2,2,Potential Loyalists
681,Shermy Mulbry,164,1,799,2,1,1,Hibernating
682,Alon Abramsky,154,1,1226,2,1,1,Hibernating
683,Esteban Hensmans,110,3,5657,3,2,3,Potential Loyalists
684,Camala Llywarch,84,1,456,3,1,1,Potential Loyalists
686,Elbertina Gaish,68,1,1281,4,1,1,Potential Loyalists
687,Amalia Eallis,0,1,1122,4,1,1,Potential Loyalists
690,Arlie Bowman,0,3,3693,4,2,2,Potential Loyalists
691,Silvie Bortol,26,2,2147,4,1,2,Potential Loyalists
692,Perceval Umbers,121,2,3037,3,1,2,Potential Loyalists
693,Hetti Fibbens,34,3,1893,4,2,1,Potential Loyalists
696,Miner Craddock,150,2,2425,2,1,2,Hibernating
697,Antonia Yeardsley,128,1,740,3,1,1,Potential Loyalists
698,Cary Boaler,109,1,1772,3,1,1,Potential Loyalists
703,Diann Grieger,14,2,2227,4,1,2,Potential Loyalists
706,Stephen MacAleese,250,1,1375,1,1,1,Hibernating
708,Debee Lording,168,1,726,2,1,1,Hibernating
709,Lilli Bavester,150,1,644,2,1,1,Hibernating
710,Avivah Roddick,88,2,1753,3,1,1,Potential Loyalists
